pdb,reactivity,0,pdbid,biological_unit,unit
2MXC,High,reduced_2mxc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2MXC,MONOMERIC,MONOMERIC
4KFM,High,reduced_4kfm.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DODECAMERIC,4KFM,DODECAMERIC,MULTIMERIC
1WYQ,High,reduced_1wyq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1WYQ,MONOMERIC,MONOMERIC
1W3B,High,reduced_1w3b.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1W3B,DIMERIC,DIMERIC
1GH2,High,reduced_1gh2.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1GH2,MONOMERIC,MONOMERIC
2XRI,High,reduced_2xri.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2XRI,MONOMERIC,MONOMERIC
4YVD,High,,,,NA
2IHB,High,reduced_2ihb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2IHB,DIMERIC,DIMERIC
2VYI,High,reduced_2vyi.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2VYI,MONOMERIC,MONOMERIC
2VYI,High,reduced_2vyi.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2VYI,MONOMERIC,MONOMERIC
2COM,High,reduced_2com.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2COM,MONOMERIC,MONOMERIC
2DW4,High,reduced_2dw4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2DW4,MONOMERIC,MONOMERIC
2H94,High,reduced_2h94.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2H94,MONOMERIC,MONOMERIC
2IW5,High,reduced_2iw5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2IW5,DIMERIC,DIMERIC
2L3D,High,reduced_2l3d.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2L3D,MONOMERIC,MONOMERIC
2YPS,High,reduced_2yps.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2YPS,MONOMERIC,MONOMERIC
2X0L,High,reduced_2x0l.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,2X0L,TRIMERIC,MULTIMERIC
4UVB,High,,,,NA
4UXN,High,reduced_4uxn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4UXN,DIMERIC,DIMERIC
5IT3,High,reduced_5it3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5IT3,DIMERIC,DIMERIC
5IT3,High,reduced_5it3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5IT3,DIMERIC,DIMERIC
5L3D,High,reduced_5l3d.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5L3D,DIMERIC,DIMERIC
5L3E,High,reduced_5l3e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5L3E,DIMERIC,DIMERIC
5LGN,High,,,,NA
6E1F,High,reduced_6e1f.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6E1F,MONOMERIC,MONOMERIC
6E1F,High,reduced_6e1f.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6E1F,MONOMERIC,MONOMERIC
6E1F,High,reduced_6e1f.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6E1F,MONOMERIC,MONOMERIC
6E1F,High,reduced_6e1f.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6E1F,MONOMERIC,MONOMERIC
6KGO,High,reduced_6kgo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6KGO,MONOMERIC,MONOMERIC
6NQU,High,reduced_6nqu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6NQU,MONOMERIC,MONOMERIC
6S35,High,reduced_6s35.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,6S35,TRIMERIC,MULTIMERIC
2Z3Y,High,reduced_2z3y.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2Z3Y,MONOMERIC,MONOMERIC
2ODE,High,reduced_2ode.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2ODE,DIMERIC,DIMERIC
4KWG,High,reduced_4kwg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4KWG,TETRAMERIC,MULTIMERIC
5LRU,High,,,,NA
7PYV,High,reduced_7pyv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,7PYV,MONOMERIC,MONOMERIC
6YBW,High,reduced_6ybw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 26-MERIC,6YBW,26-MERIC,MULTIMERIC
6YBS,High,reduced_6ybs.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTADECAMERIC,6YBS,OCTADECAMERIC,MULTIMERIC
7OB9,High,reduced_7ob9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXADECAMERIC,7OB9,HEXADECAMERIC,MULTIMERIC
1EH6,High,reduced_1eh6.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1EH6,MONOMERIC,MONOMERIC
2ODE,High,reduced_2ode.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2ODE,DIMERIC,DIMERIC
7QPD,High,reduced_7qpd.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: PENTAMERIC,7QPD,PENTAMERIC,MULTIMERIC
6WJN,High,reduced_6wjn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 46-MERIC,6WJN,46-MERIC,MULTIMERIC
1T39,High,reduced_1t39.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,1T39,TRIMERIC,MULTIMERIC
1T39,High,reduced_1t39.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,1T39,TRIMERIC,MULTIMERIC
1YFH,High,reduced_1yfh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,1YFH,TRIMERIC,MULTIMERIC
6RJB,High,reduced_6rjb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6RJB,DIMERIC,DIMERIC
7OF0,High,reduced_7of0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 56-MERIC,7OF0,56-MERIC,MULTIMERIC
4KXV,High,reduced_4kxv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4KXV,DIMERIC,DIMERIC
1QNT,High,,,,NA
1YFH,High,reduced_1yfh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,1YFH,TRIMERIC,MULTIMERIC
6ZN5,High,reduced_6zn5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 36-MERIC,6ZN5,36-MERIC,MULTIMERIC
2ALB,High,reduced_2alb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2ALB,MONOMERIC,MONOMERIC
7EVN,High,reduced_7evn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: PENTAMERIC,7EVN,PENTAMERIC,MULTIMERIC
2EKF,High,reduced_2ekf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2EKF,MONOMERIC,MONOMERIC
2AHE,High,reduced_2ahe.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2AHE,MONOMERIC,MONOMERIC
2OJW,High,reduced_2ojw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DECAMERIC,2OJW,DECAMERIC,MULTIMERIC
7ADO,High,reduced_7ado.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DECAMERIC,7ADO,DECAMERIC,MULTIMERIC
5E6S,High,reduced_5e6s.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5E6S,DIMERIC,DIMERIC
6ZOJ,High,reduced_6zoj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 36-MERIC,6ZOJ,36-MERIC,MULTIMERIC
2D2Z,High,reduced_2d2z.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2D2Z,MONOMERIC,MONOMERIC
7QPG,High,reduced_7qpg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,7QPG,HEXAMERIC,MULTIMERIC
6ZUO,High,reduced_6zuo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 35-MERIC,6ZUO,35-MERIC,MULTIMERIC
6ZOL,High,reduced_6zol.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXADECAMERIC,6ZOL,HEXADECAMERIC,MULTIMERIC
7PYV,High,reduced_7pyv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7PYV,DIMERIC,DIMERIC
2DMM,High,reduced_2dmm.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2DMM,MONOMERIC,MONOMERIC
7Q4P,High,reduced_7q4p.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,7Q4P,OCTAMERIC,MULTIMERIC
2D2Z,High,reduced_2d2z.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2D2Z,MONOMERIC,MONOMERIC
7VDV,High,reduced_7vdv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 24-MERIC,7VDV,24-MERIC,MULTIMERIC
6G6U,High,reduced_6g6u.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6G6U,DIMERIC,DIMERIC
5XDO,High,reduced_5xdo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5XDO,DIMERIC,DIMERIC
7BOC,High,reduced_7boc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,7BOC,TETRAMERIC,MULTIMERIC
7PC3,High,reduced_7pc3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7PC3,DIMERIC,DIMERIC
4QTB,High,reduced_4qtb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4QTB,MONOMERIC,MONOMERIC
6KWY,High,reduced_6kwy.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 29-MERIC,6KWY,29-MERIC,MULTIMERIC
4Z9M,High,,,,NA
7F66,High,reduced_7f66.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: PENTADECAMERIC,7F66,PENTADECAMERIC,MULTIMERIC
6V0P,High,reduced_6v0p.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,6V0P,OCTAMERIC,MULTIMERIC
7D43,High,reduced_7d43.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRADECAMERIC,7D43,TETRADECAMERIC,MULTIMERIC
6TNY,High,reduced_6tny.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: NONAMERIC,6TNY,NONAMERIC,MULTIMERIC
7WV9,High,reduced_7wv9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: PENTAMERIC,7WV9,PENTAMERIC,MULTIMERIC
5E6S,High,reduced_5e6s.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,5E6S,HEXAMERIC,MULTIMERIC
5E6S,High,reduced_5e6s.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5E6S,DIMERIC,DIMERIC
7LD4,High,reduced_7ld4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,7LD4,TETRAMERIC,MULTIMERIC
5E6S,High,reduced_5e6s.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5E6S,DIMERIC,DIMERIC
6YBV,High,reduced_6ybv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: PENTAMERIC,6YBV,PENTAMERIC,MULTIMERIC
6RLQ,High,reduced_6rlq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6RLQ,MONOMERIC,MONOMERIC
6ZLW,High,reduced_6zlw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 36-MERIC,6ZLW,36-MERIC,MULTIMERIC
6RLQ,High,reduced_6rlq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6RLQ,MONOMERIC,MONOMERIC
5JDP,High,reduced_5jdp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5JDP,MONOMERIC,MONOMERIC
2JK4,High,reduced_2jk4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2JK4,MONOMERIC,MONOMERIC
4JGT,High,reduced_4jgt.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4JGT,MONOMERIC,MONOMERIC
3DJG,High,reduced_3djg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3DJG,DIMERIC,DIMERIC
7LD3,High,reduced_7ld3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,7LD3,TETRAMERIC,MULTIMERIC
2ZOQ,High,reduced_2zoq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2ZOQ,MONOMERIC,MONOMERIC
3OOY,High,reduced_3ooy.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3OOY,DIMERIC,DIMERIC
2ZOQ,High,reduced_2zoq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2ZOQ,MONOMERIC,MONOMERIC
4QTB,High,reduced_4qtb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4QTB,MONOMERIC,MONOMERIC
1YFH,High,reduced_1yfh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1YFH,MONOMERIC,MONOMERIC
7QH7,High,reduced_7qh7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 49-MERIC,7QH7,49-MERIC,MULTIMERIC
3MOS,High,reduced_3mos.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3MOS,DIMERIC,DIMERIC
5ZTF,High,reduced_5ztf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5ZTF,MONOMERIC,MONOMERIC
6JJU,High,reduced_6jju.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6JJU,MONOMERIC,MONOMERIC
6ZMT,High,reduced_6zmt.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 35-MERIC,6ZMT,35-MERIC,MULTIMERIC
6ZYM,High,reduced_6zym.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 26-MERIC,6ZYM,26-MERIC,MULTIMERIC
6ZV6,High,reduced_6zv6.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 35-MERIC,6ZV6,35-MERIC,MULTIMERIC
2D2Z,High,reduced_2d2z.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2D2Z,MONOMERIC,MONOMERIC
6R70,High,reduced_6r70.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 28-MERIC,6R70,28-MERIC,MULTIMERIC
2IFQ,High,reduced_2ifq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2IFQ,MONOMERIC,MONOMERIC
2IFQ,High,reduced_2ifq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2IFQ,MONOMERIC,MONOMERIC
3TRX,High,reduced_3trx.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3TRX,MONOMERIC,MONOMERIC
4PUF,High,reduced_4puf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4PUF,TETRAMERIC,MULTIMERIC
1ZXM,High,reduced_1zxm.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1ZXM,DIMERIC,DIMERIC
6BUU,High,reduced_6buu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6BUU,DIMERIC,DIMERIC
2IFQ,High,reduced_2ifq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2IFQ,MONOMERIC,MONOMERIC
6BUU,High,reduced_6buu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6BUU,DIMERIC,DIMERIC
4GV1,High,reduced_4gv1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4GV1,MONOMERIC,MONOMERIC
7K5I,High,reduced_7k5i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 36-MERIC,7K5I,36-MERIC,MULTIMERIC
7B9C,High,reduced_7b9c.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,7B9C,TETRAMERIC,MULTIMERIC
6ZXH,High,reduced_6zxh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 36-MERIC,6ZXH,36-MERIC,MULTIMERIC
6I0M,High,reduced_6i0m.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,6I0M,OCTAMERIC,MULTIMERIC
7EMF,High,reduced_7emf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 27-MERIC,7EMF,27-MERIC,MULTIMERIC
6ZOK,High,reduced_6zok.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 22-MERIC,6ZOK,22-MERIC,MULTIMERIC
1TRS,High,reduced_1trs.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1TRS,MONOMERIC,MONOMERIC
1M7T,High,reduced_1m7t.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1M7T,MONOMERIC,MONOMERIC
6NPZ,High,reduced_6npz.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6NPZ,DIMERIC,DIMERIC
4G5R,High,reduced_4g5r.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4G5R,DIMERIC,DIMERIC
4JGT,High,reduced_4jgt.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4JGT,MONOMERIC,MONOMERIC
4G5R,High,reduced_4g5r.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4G5R,DIMERIC,DIMERIC
4G5R,High,reduced_4g5r.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4G5R,DIMERIC,DIMERIC
4JGT,High,reduced_4jgt.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4JGT,MONOMERIC,MONOMERIC
4G5R,High,reduced_4g5r.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4G5R,DIMERIC,DIMERIC
1MFQ,High,reduced_1mfq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,1MFQ,TRIMERIC,MULTIMERIC
3T2T,High,reduced_3t2t.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3T2T,DIMERIC,DIMERIC
4Q27,High,reduced_4q27.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4Q27,DIMERIC,DIMERIC
4R3O,High,reduced_4r3o.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 28-MERIC,4R3O,28-MERIC,MULTIMERIC
6NPZ,High,reduced_6npz.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6NPZ,DIMERIC,DIMERIC
3OLH,High,reduced_3olh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3OLH,MONOMERIC,MONOMERIC
5UVC,High,reduced_5uvc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5UVC,MONOMERIC,MONOMERIC
4MK0,High,reduced_4mk0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,4MK0,TRIMERIC,MULTIMERIC
3KRW,High,reduced_3krw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3KRW,TRIMERIC,MULTIMERIC
1NF7,High,reduced_1nf7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1NF7,TETRAMERIC,MULTIMERIC
1NF7,High,reduced_1nf7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1NF7,TETRAMERIC,MULTIMERIC
3O96,High,reduced_3o96.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3O96,MONOMERIC,MONOMERIC
3B6R,High,reduced_3b6r.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3B6R,DIMERIC,DIMERIC
7BLO,High,reduced_7blo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,7BLO,OCTAMERIC,MULTIMERIC
7Z6H,High,reduced_7z6h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DECAMERIC,7Z6H,DECAMERIC,MULTIMERIC
6UDP,High,reduced_6udp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,6UDP,OCTAMERIC,MULTIMERIC
7TQL,High,reduced_7tql.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 38-MERIC,7TQL,38-MERIC,MULTIMERIC
6I35,High,reduced_6i35.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6I35,DIMERIC,DIMERIC
6I35,High,reduced_6i35.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6I35,DIMERIC,DIMERIC
6I34,High,reduced_6i34.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6I34,DIMERIC,DIMERIC
4KBL,High,reduced_4kbl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4KBL,MONOMERIC,MONOMERIC
6ZXD,High,reduced_6zxd.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 37-MERIC,6ZXD,37-MERIC,MULTIMERIC
6I34,High,reduced_6i34.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6I34,DIMERIC,DIMERIC
5VFO,High,reduced_5vfo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 28-MERIC,5VFO,28-MERIC,MULTIMERIC
3HCP,High,reduced_3hcp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3HCP,DIMERIC,DIMERIC
6ZVH,High,reduced_6zvh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 37-MERIC,6ZVH,37-MERIC,MULTIMERIC
3HCN,High,reduced_3hcn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3HCN,DIMERIC,DIMERIC
6WLZ,High,reduced_6wlz.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEPTADECAMERIC,6WLZ,HEPTADECAMERIC,MULTIMERIC
7B91,High,reduced_7b91.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,7B91,TETRAMERIC,MULTIMERIC
1R4X,High,reduced_1r4x.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1R4X,MONOMERIC,MONOMERIC
4KBL,High,reduced_4kbl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4KBL,MONOMERIC,MONOMERIC
5XTB,High,reduced_5xtb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTADECAMERIC,5XTB,OCTADECAMERIC,MULTIMERIC
6ZXF,High,reduced_6zxf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 37-MERIC,6ZXF,37-MERIC,MULTIMERIC
6ZXG,High,reduced_6zxg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 37-MERIC,6ZXG,37-MERIC,MULTIMERIC
1QK1,High,,,,NA
3IDV,High,reduced_3idv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3IDV,MONOMERIC,MONOMERIC
5LE5,High,,,,NA
6ZXE,High,reduced_6zxe.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 37-MERIC,6ZXE,37-MERIC,MULTIMERIC
6R9T,High,reduced_6r9t.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6R9T,MONOMERIC,MONOMERIC
7AE3,Low,reduced_7ae3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: EICOSAMERIC,7AE3,EICOSAMERIC,MULTIMERIC
6GFK,Low,reduced_6gfk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6GFK,MONOMERIC,MONOMERIC
7FJJ,Low,reduced_7fjj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: EICOSAMERIC,7FJJ,EICOSAMERIC,MULTIMERIC
6ZYM,Low,reduced_6zym.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 26-MERIC,6ZYM,26-MERIC,MULTIMERIC
7AEA,Low,reduced_7aea.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: EICOSAMERIC,7AEA,EICOSAMERIC,MULTIMERIC
